# list of all "regular" pulsars from the ATNF catalogue
# https://www.atnf.csiro.au/research/pulsar/psrcat
#
# We define a regular pulsar as one with a spin period > 30 ms
#
# P0 = spin period in sec
# P1 = \dot{P}/P [dimensionless]
# d  = distance estimate in kpc
#
# citation: Manchester, R. N., Hobbs, G.B., Teoh, A. & Hobbs, M.,
#           AJ, 129, 1993-2006 (2005)

id    name          P0       dP0     P1       dP1        d     age
2053  J1859+7654    1.393729 2.0e-11 5.05e-17 1.6e-17    5.985 4.37e+08
2054  J1900-0051    0.385194 6.0e-12 1.42e-16 9.0e-19    4.229 4.29e+07
2055  J1900-0134    1.832332 3.0e-11 3.05e-14 5.0e-18    4.854 9.52e+05

2056  J1900+0213g   0.032090       0      NaN       0    5.725    NaN
2057  J1900+0227    0.374262 3.0e-11 5.71e-15 1.2e-17    4.515 1.04e+06
2058  J1900+0405g   0.072380       0      NaN       0    6.751    NaN
2059  J1900+0438    0.312314 1.8e-11 3.23e-15 8.0e-19    6.988 1.53e+06
2060  J1900+0634    0.389869 2.0e-11 5.13e-15 5.0e-18    8.595 1.21e+06

2061  J1900+0715g   0.970440       0      NaN       0    8.670    NaN
2062  J1900-0933    1.423889 1.9e-11 2.26e-16 9.0e-19    9.723 9.97e+07
2063  B1857-26      0.612209 7.0e-13 2.05e-16 5.0e-21    0.700 4.74e+07
2064  J1900+30      0.602227 3.0e-06      NaN       0    6.838    NaN
2065  B1851-79      1.279193 6.0e-10 1.86e-15 3.0e-17    2.375 1.09e+07

2066  J1901+00      0.777662 3.2e-06      NaN       0    7.232    NaN
2067  J1901+0020g   0.214810       0      NaN       0    5.588    NaN
2068  J1901+0124    0.318817 1.1e-11 3.24e-15 4.0e-18    6.597 1.56e+06
2069  B1859+01      0.288219 1.0e-12 2.36e-15 1.1e-20    3.229 1.94e+06
2070  J1901+0234    0.885240 4.0e-11 2.30e-14 4.0e-18    7.523 6.09e+05

2071  J1901+0254    1.299693 3.0e-10 4.56e-16 1.1e-16    4.300 4.52e+07
2072  J1901-0312    0.355725 1.4e-11 2.29e-15 6.0e-18    3.778 2.46e+06
2073  J1901-0315    0.801693 1.1e-10 2.57e-15 4.0e-17    8.445 4.94e+06
2074  J1901+0315g   0.819820       0      NaN       0    6.487    NaN
2075  J1901+0320    0.636584 8.0e-11 5.23e-16 3.0e-17    5.886 1.93e+07

2076  B1859+03      0.655450 4.0e-11 7.46e-15 4.0e-19    7.000 1.39e+06
2077  J1901+0355    0.554756 3.0e-11 1.27e-14 1.0e-17    6.685 6.90e+05
2078  J1901+0413    2.663080 8.0e-10 1.32e-13 3.0e-16    5.342 3.21e+05
2079  J1901+0435    0.690576 3.0e-10 8.67e-15 3.0e-17    8.724 1.26e+06
2080  J1901+0459    0.877044 6.0e-11 1.57e-14 2.0e-18   12.063 8.86e+05

2081  J1901+0510    0.614757 1.2e-10 3.11e-14 4.0e-17    5.919 3.13e+05
2082  J1901+0511    4.600369 4.0e-10 2.53e-14 1.5e-17    5.831 2.88e+06
2083  J1901+0621    0.832002 5.0e-11 1.80e-17 3.0e-18    2.942 7.32e+08
2084  J1901+0659g   0.075730       0      NaN       0    3.829    NaN
2085  J1901+0712g   1.037710       0      NaN       0    8.903    NaN

2086  B1859+07      0.643999 4.0e-11 2.29e-15 3.0e-19    3.400 4.46e+06
2087  J1901-0906    1.781928 5.0e-12 1.64e-15 5.0e-20    1.923 1.72e+07
2088  J1901+1306    1.830857 2.0e-10 1.31e-16 1.1e-17    2.503 2.21e+08
2089  J1901-1740    1.956858 1.6e-10 8.23e-16 1.6e-17    0.894 3.77e+07
2090  J1902+0235    0.415394 2.0e-12 9.48e-17 2.0e-19    6.066 6.94e+07

2091  J1902+0248    1.223777 1.7e-10 2.41e-15 3.0e-17    5.990 8.06e+06
2092  J1902-0340    1.524672 4.0e-10 2.00e-15 1.7e-16    4.049 1.21e+07
2093  B1900+05      0.746577 1.7e-12 1.29e-14 1.2e-20    3.600 9.19e+05
2094  B1900+06      0.673505 1.9e-11 7.71e-15 5.0e-20    7.000 1.38e+06
2095  J1902+0723    0.487813 2.0e-10 2.10e-16 5.0e-18    3.328 3.68e+07

2096  J1902+0809g   0.190230       0      NaN       0   13.851    NaN
2097  J1902-1036    0.786814 8.0e-12 7.54e-15 1.9e-19    4.074 1.65e+06
2098  J1902+1141    0.409140 6.0e-11 2.59e-15 1.3e-19   13.888 2.50e+06
2099  B1900+01      0.729307 3.0e-12 4.03e-15 3.0e-19    3.300 2.87e+06
2100  J1903-0258    0.301459 6.0e-12 6.79e-16 6.0e-19    4.069 7.03e+06

2101  J1903+0415    1.151399 1.3e-10 2.27e-16 5.0e-19    7.599 8.04e+07
2102  J1903+0433g  14.049900       0      NaN       0    4.437    NaN
2103  J1903+0534g   0.357650       0      NaN       0    5.883    NaN
2104  J1903+0601    0.374117 5.0e-12 1.92e-14 3.0e-19    5.887 3.09e+05
2105  B1900-06      0.431889 1.5e-11 3.38e-15 8.0e-20   12.449 2.02e+06

2106  J1903+0654    0.791232 7.0e-11 1.06e-14 4.0e-18    5.923 1.18e+06
2107  J1903+0845g   0.153140       0      NaN       0    4.297    NaN
2108  J1903-0848    0.887325 4.0e-11 1.33e-15 2.0e-18    2.611 1.06e+07
2109  J1903+0851g   1.231970       0      NaN       0    2.548    NaN
2110  J1903+0912    0.166314 3.0e-12 1.48e-14 2.0e-19   11.845 1.78e+05

2111  J1903+0925    0.357155 9.0e-11 3.69e-14 1.3e-17    6.256 1.53e+05
2112  J1903+2225    0.651185 1.4e-10 4.45e-16 1.0e-17    5.756 2.32e+07
2113  J1904+0004    0.139525 1.2e-12 1.18e-16 3.0e-20    6.364 1.87e+07
2114  J1904+0056    0.438089 2.0e-11 4.00e-18 3.0e-18    4.242 1.74e+09
2115  J1904-0150    0.379387 6.0e-12 8.90e-16 8.0e-19    5.305 6.76e+06

2116  J1904+0358g   0.751540       0      NaN       0   12.102    NaN
2117  J1904+0412    0.071095 3.0e-13 1.10e-19 3.0e-20    4.578 1.02e+10
2118  J1904+0415g   0.231450       0      NaN       0    9.609    NaN
2119  J1904+0519g   1.680530       0      NaN       0    2.500    NaN
2120  J1904+0535g   0.603760       0      NaN       0    2.429    NaN

2121  J1904+0603g   1.974930       0      NaN       0    6.075    NaN
2122  J1904+0738    0.208958 2.0e-13 4.11e-16 7.0e-21    6.154 8.06e+06
2123  J1904+0800    0.263345 9.0e-12 1.73e-14 3.0e-18   10.966 2.41e+05
2124  J1904+0823g   1.507730       0      NaN       0    1.838    NaN
2125  B1901+10      1.856570 7.0e-11 2.76e-16 8.0e-18    5.496 1.07e+08

2126  J1904-1224    0.750808 3.0e-12 7.42e-16 3.0e-20    7.274 1.60e+07
2127  J1904-1629    1.541412 2.0e-11 3.19e-15 8.0e-19   25.000 7.66e+06
2128  J1904+33      0.417000 0.0e+00      NaN       0    9.134    NaN
2129  B1902-01      0.643183 3.0e-11 3.06e-15 5.0e-20    7.644 3.33e+06
2130  J1905+0450g   0.783300       0      NaN       0    9.912    NaN

2131  J1905+0600    0.441210 1.8e-11 1.11e-15 1.0e-18    8.797 6.28e+06
2132  J1905+0616    0.989706 7.0e-12 1.35e-13 1.0e-18    4.952 1.16e+05
2133  J1905+0656g   2.511650       0      NaN       0    1.041    NaN
2134  B1903+07      0.648040 7.0e-11 4.94e-15 6.0e-19    4.980 2.08e+06
2135  J1905+0758g   1.192760       0      NaN       0    4.807    NaN

2136  J1905+0902    0.218253 9.0e-13 3.50e-15 8.0e-20   11.553 9.88e+05
2137  J1905+0920g   0.170470       0      NaN       0   11.550    NaN
2138  J1905+0936g   1.634510       0      NaN       0   12.298    NaN
2139  J1905+1034    1.726810 3.0e-11 2.07e-14 8.0e-19    6.910 1.32e+06
2140  J1906+0414    1.043362 9.0e-12 1.15e-14 9.0e-18   10.069 1.44e+06

2141  J1906+0509    0.397590 5.0e-12 5.22e-15 4.0e-19    3.091 1.21e+06
2142  B1904+06      0.267275 5.0e-13 2.14e-15 4.0e-21    7.000 1.98e+06
2143  J1906+0646g   0.355520       0      NaN       0    5.317    NaN
2144  J1906+0649    1.286564 1.0e-10 1.52e-16 5.0e-18    4.966 1.34e+08
2145  J1906+0722    0.111524 1.3e-12 3.59e-14 3.0e-20      NaN 4.92e+04

2146  J1906+0724    1.536490 2.0e-10 3.00e-15 6.0e-19    6.929 8.12e+06
2147  J1906+0746    0.144073 5.0e-11 2.03e-14 1.9e-18    7.400 1.13e+05
2148  J1906+0757g   0.057190       0      NaN       0    2.465    NaN
2149  J1906+0822g   0.433440       0      NaN       0    7.037    NaN
2150  J1906+0912    0.775345 5.0e-11 1.32e-16 1.9e-17    7.414 9.29e+07

2151  J1906+1854    1.019093 8.0e-11 2.05e-16 1.9e-18    6.721 7.86e+07
2152  J1907+0249    0.351879 2.0e-11 1.14e-15 4.0e-18    8.751 4.91e+06
2153  J1907+0255    0.618761 3.0e-11 2.23e-16 9.0e-19    7.986 4.40e+07
2154  J1907+0345    0.240153 5.0e-12 8.22e-15 3.0e-18    9.481 4.63e+05
2155  J1907+0534    1.138403 6.0e-10 3.15e-15 1.2e-16   11.835 5.73e+06

2156  J1907+0602    0.106633 5.0e-12 8.68e-14 3.0e-19    2.370 1.95e+04
2157  J1907+0631    0.323648 1.9e-11 4.52e-13 1.2e-18    3.400 1.13e+04
2158  J1907+0658g   0.218340       0      NaN       0    7.715    NaN
2159  J1907+0709g   0.344100       0      NaN       0    5.397    NaN
2160  J1907+0731    0.363676 1.2e-11 1.84e-14 4.0e-18    4.994 3.13e+05

2161  J1907+0740    0.574698 1.7e-11 6.71e-16 7.0e-18    5.810 1.36e+07
2162  J1907+0833    0.167628 1.6e-11 3.70e-15 6.0e-20    8.310 7.19e+05
2163  J1907+0859    1.527042 3.0e-11 5.54e-15 1.2e-18    4.989 4.36e+06
2164  J1907+0918    0.226107 6.0e-13 9.43e-14 4.0e-19    8.223 3.80e+04
2165  J1907+0919    5.198346 3.0e-06 9.20e-11 4.0e-12      NaN 8.95e+02

2166  J1907+1149    1.420160 1.7e-10 1.60e-13 3.0e-17    7.551 1.41e+05
2167  B1904+12      0.827097 3.0e-11 1.95e-15 4.0e-18   10.526 6.73e+06
2168  J1907-1532    0.632235 4.0e-11 3.08e-15 2.0e-18    3.475 3.25e+06
2169  B1905+39      1.235757 3.0e-12 5.41e-16 2.0e-20    2.460 3.62e+07
2170  J1907+57      0.424000       0      NaN       0    6.706    NaN

2171  J1908+0457    0.846793 4.0e-10 9.80e-16 3.0e-17   11.278 1.37e+07
2172  J1908+0500    0.291021 3.0e-11 2.59e-15 1.8e-18    5.845 1.78e+06
2173  J1908+0558    0.168678 3.0e-12 2.28e-15 3.0e-19   10.615 1.17e+06
2174  J1908+0734    0.212353 2.0e-12 8.25e-16 6.0e-20    0.669 4.08e+06
2175  J1908+0811g   0.181640       0      NaN       0    5.643    NaN

2176  J1908+0833    0.512111 1.2e-11 1.99e-15 7.0e-19   11.320 4.08e+06
2177  J1908+0839    0.185397 1.4e-11 2.39e-15 1.4e-18    8.272 1.23e+06
2178  J1908+0909    0.336555 1.6e-11 3.49e-14 7.0e-19    8.906 1.53e+05
2179  B1906+09      0.830270 6.0e-11 9.80e-17 1.4e-17    5.561 1.34e+08
2180  J1908+1351    3.174832 8.0e-09 3.70e-15 2.0e-16    6.884 1.36e+07

2181  J1908+2351    0.377578 1.0e-09 1.70e-17 1.0e-18    5.405 3.52e+08
2182  B1907+00      1.016948 4.0e-11 5.52e-15 1.9e-19    4.358 2.92e+06
2183  B1907+02      0.989831 5.0e-12 5.53e-15 5.0e-20    4.500 2.84e+06
2184  J1909+0616    0.755993 1.8e-10 2.06e-14 8.0e-17    9.559 5.82e+05
2185  J1909+0641    0.741762 6.0e-12 3.22e-15 7.0e-19    1.325 3.65e+06

2186  J1909+0657g   1.245890       0      NaN       0    1.806    NaN
2187  J1909+0749    0.237161 9.0e-11 1.52e-13 9.0e-18    8.286 2.47e+04
2188  J1909+0905g   1.494880       0      NaN       0    5.363    NaN
2189  J1909+0912    0.222949 1.5e-11 3.58e-14 5.0e-18    7.608 9.87e+04
2190  J1909+0930g   2.020780       0      NaN       0    8.378    NaN

2191  B1907+10      0.283642 8.0e-11 2.64e-15 4.0e-20    4.800 1.70e+06
2192  J1909+1148    0.448945 3.0e-12 7.25e-17 8.0e-20    7.126 9.81e+07
2193  J1909+1205    1.229312 2.0e-09 3.40e-15 5.0e-17   10.130 5.73e+06
2194  J1909+1450    0.996108 4.0e-10 2.19e-16 1.5e-17    4.411 7.21e+07
2195  J1909+1859    0.542451 4.0e-11 9.70e-17 3.0e-18    2.447 8.86e+07

2196  J1910-0112    1.360603 8.0e-10 1.78e-16 6.0e-17    8.105 1.21e+08
2197  J1910+0225    0.337855 1.1e-11 2.62e-16 1.4e-18    7.932 2.04e+07
2198  B1907-03      0.504606 1.1e-11 2.19e-15 3.0e-21   14.441 3.65e+06
2199  B1907+03      2.330263 7.0e-11 4.47e-15 5.0e-19    2.859 8.26e+06
2200  J1910+0435    0.664679 9.0e-12 1.72e-14 3.0e-19   11.322 6.11e+05

2201  J1910+0517    0.308048 1.2e-11 7.30e-16 8.0e-19   11.021 6.68e+06
2202  J1910+0534    0.452867 9.0e-11 1.92e-15 4.0e-17   21.255 3.73e+06
2203  J1910-0556    0.557609 4.0e-11 5.96e-16 5.0e-19    3.822 1.48e+07
2204  J1910+0710    0.538647 3.0e-11 2.05e-16 2.0e-18    5.974 4.16e+07
2205  J1910+0714    2.712423 3.0e-10 6.12e-15 1.5e-17    3.679 7.02e+06

2206  J1910+0728    0.325415 3.0e-12 8.31e-15 3.0e-19    6.233 6.21e+05
2207  J1910+1017    0.411159 4.0e-12 5.42e-15 7.0e-20   13.677 1.20e+06
2208  J1910+1026    0.531493 2.0e-11 2.57e-13 4.0e-18   15.743 3.28e+04
2209  J1910+1117g   1.321520       0      NaN       0    7.889    NaN
2210  B1907+12      1.441742 1.5e-11 8.23e-15 7.0e-20    8.139 2.78e+06

2211  J1910+56      0.341900       0      NaN       0    1.482    NaN
2212  J1911+00      6.940000 1.0e-02      NaN       0    4.047    NaN
2213  J1911+0751g   0.796910       0      NaN       0    5.573    NaN
2214  J1911+0921    0.273707 2.0e-12 1.75e-17 1.8e-19    6.412 2.48e+08
2215  J1911+0925    0.323858 5.0e-12 3.55e-15 7.0e-19    8.147 1.45e+06

2216  J1911+0939g   0.365470       0      NaN       0   10.593    NaN
2217  J1911+1051    0.190873 1.2e-11 1.22e-14 1.6e-19   10.118 2.49e+05
2218  J1911+1301    1.010462 9.0e-11 1.89e-15 6.0e-19   11.653 8.47e+06
2219  J1911+1336    0.299992 1.0e-12 1.59e-16 7.0e-20   10.420 3.00e+07
2220  J1911+1758    0.460406 1.4e-10 1.31e-17 5.0e-19    1.955 5.57e+08

2221  J1912+0934g   0.897470       0      NaN       0    4.025    NaN
2222  B1910+10      0.409349 6.0e-12 1.58e-14 8.0e-19    4.154 4.11e+05
2223  J1912+1105g   0.670710       0      NaN       0    4.348    NaN
2224  B1910+20      2.232969 8.0e-12 1.02e-14 4.0e-20    3.369 3.48e+06
2225  J1912+2525    0.621976 6.0e-11 2.25e-16 4.0e-18    2.150 4.38e+07

2226  B1911-04      0.825936 9.0e-12 4.07e-15 3.0e-20    4.041 3.22e+06
2227  J1913+0446    1.616130 1.6e-10 2.79e-13 1.6e-17    4.338 9.18e+04
2228  J1913+0523    0.661997 7.0e-12 1.80e-15 3.0e-19   16.102 5.84e+06
2229  J1913+0657    1.257181 7.0e-11 2.83e-15 7.0e-18    5.069 7.04e+06
2230  J1913+0832    0.134409 1.1e-11 4.57e-15 8.0e-19    8.204 4.66e+05

2231  J1913+0904    0.163246 1.1e-11 1.76e-14 8.0e-19    2.997 1.47e+05
2232  B1911+09      1.241965 3.0e-11 4.32e-16 4.0e-18    4.337 4.56e+07
2233  J1913+1000    0.837148 5.0e-11 1.67e-14 6.0e-18    7.671 7.92e+05
2234  J1913+1011    0.035909 1.5e-13 3.37e-15 6.0e-20    4.613 1.69e+05
2235  J1913+1037g   0.434210       0      NaN       0    7.889    NaN

2236  J1913+1050    0.190067 3.0e-12 1.95e-16 1.2e-19    5.446 1.54e+07
2237  J1913+1054g   0.450620       0      NaN       0    7.112    NaN
2238  J1913+11025   0.923872 1.1e-11 3.40e-16 1.7e-18   11.411 4.30e+07
2239  J1913+1145    0.306069 3.0e-11 5.02e-15 1.1e-17   13.817 9.67e+05
2240  J1913+1330    0.923391 3.0e-13 8.68e-15 1.8e-19    6.179 1.69e+06

2241  B1911+13      0.521473 1.7e-12 8.04e-16 1.4e-20    5.263 1.03e+07
2242  J1913+3732    0.851079 7.0e-12 1.38e-15 7.0e-19    7.584 9.78e+06
2243  J1914+0219    0.457527 1.1e-11 1.02e-15 4.0e-19   14.386 7.12e+06
2244  J1914+0625    0.878889 9.0e-12 4.53e-16 1.1e-18    8.333 3.07e+07
2245  J1914+0631    0.693811 5.0e-11 3.32e-17 1.3e-17    1.776 3.31e+08

2246  J1914+0805    0.455499 6.0e-12 3.02e-17 7.0e-19   10.671 2.39e+08
2247  J1914+0838    0.440040 4.0e-12 5.86e-16 4.0e-21    8.071 1.19e+07
2248  J1914+1029g   2.484990       0      NaN       0    1.880    NaN
2249  J1914+1054g   0.138870       0      NaN       0    7.767    NaN
2250  B1911+11      0.600997 9.0e-11 6.56e-16 1.4e-18    3.140 1.45e+07

2251  J1914+1228g   2.277550       0      NaN       0    7.309    NaN
2252  J1914+1428    1.159520 6.0e-11 2.18e-15 6.0e-19    6.514 8.42e+06
2253  J1915+0227    0.317306 1.6e-12 2.99e-16 1.5e-19   10.203 1.68e+07
2254  J1915+0639    0.644140 3.0e-11 1.84e-15 4.0e-19    8.874 5.54e+06
2255  J1915+0738    1.542704 1.0e-10 3.31e-15 3.0e-18    1.404 7.39e+06

2256  J1915+0752    2.058314 7.0e-11 1.39e-16 9.0e-18    3.566 2.35e+08
2257  J1915+0832g   2.710090       0      NaN       0    1.366    NaN
2258  J1915+0838    0.342777 4.0e-11 1.57e-15 4.0e-18   10.840 3.46e+06
2259  B1913+10      0.404552 1.5e-12 1.53e-14 1.4e-19    7.000 4.20e+05
2260  J1915-11      2.177000 2.0e-04      NaN       0    5.495    NaN

2261  J1915+1145    0.173647 2.0e-12 1.53e-17 3.0e-20    7.153 1.80e+08
2262  J1915+1150    0.100041 3.0e-11 1.37e-14 1.0e-18   14.005 1.16e+05
2263  J1915+1410    0.297494 7.0e-12 4.89e-17 8.0e-19    7.128 9.63e+07
2264  B1913+16      0.059030 1.1e-14 8.62e-18 4.0e-22    4.167 1.09e+08
2265  B1913+167     1.616231 8.0e-12 4.05e-16 5.0e-20    2.196 6.32e+07

2266  J1916+0748    0.541752 1.7e-10 1.07e-14 1.7e-17   11.779 8.02e+05
2267  J1916+0748g   0.867910       0      NaN       0    6.438    NaN
2268  J1916+0844    0.439995 8.0e-12 2.90e-15 4.0e-19   10.988 2.40e+06
2269  J1916+0852    2.182746 6.0e-10 1.31e-14 3.0e-16    9.391 2.64e+06
2270  B1914+09      0.270254 8.0e-13 2.52e-15 6.0e-21    1.904 1.70e+06

2271  J1916+1023    1.618339 8.0e-10 6.81e-16 1.4e-16    7.877 3.77e+07
2272  B1913+105     0.628970 6.0e-11 3.40e-17 2.0e-18    8.148 2.93e+08
2273  J1916+1030g   0.349380       0      NaN       0   11.353    NaN
2274  J1916+1225    0.227387 2.0e-12 2.35e-14 2.0e-19    6.486 1.54e+05
2275  B1914+13      0.281845 1.6e-10 3.66e-15 4.0e-19    4.500 1.22e+06

2276  J1916-2939    1.248617 3.0e-12 1.24e-15 4.0e-19    1.600 1.59e+07
2277  J1916+3224    1.137450 3.0e-11 3.47e-15 6.0e-19    7.945 5.19e+06
2278  J1917+0743g   0.813470       0      NaN       0    8.247    NaN
2279  J1917+0834    2.129665 4.0e-12 1.75e-14 2.0e-19    1.231 1.93e+06
2280  J1917+1046g   0.087730       0      NaN       0    4.865    NaN

2281  J1917+1121g   0.510310       0      NaN       0    7.078    NaN
2282  B1915+13      0.194631 4.0e-12 7.20e-15 3.0e-20    5.882 4.28e+05
2283  J1917+1411g   0.446460       0      NaN       0    3.968    NaN
2284  J1917+1737    0.334725 4.0e-12 3.24e-16 1.0e-18    5.530 1.64e+07
2285  B1915+22      0.425897 1.1e-11 2.86e-15 6.0e-20    4.965 2.36e+06

2286  J1918-1052    0.798693 1.5e-11 8.65e-16 1.5e-18    2.966 1.46e+07
2287  J1918+1311    0.856749 6.0e-12 2.26e-15 6.0e-19    6.187 6.01e+06
2288  J1918+1340g   0.232990       0      NaN       0   11.865    NaN
2289  B1916+14      1.181023 9.0e-11 2.12e-13 9.0e-19    1.304 8.81e+04
2290  J1918+1536g   0.109950       0      NaN       0    3.830    NaN

2291  J1918+1541    0.370883 1.9e-10 2.54e-15 1.3e-17    0.727 2.31e+06
2292  B1917+00      1.272260 3.0e-11 7.67e-15 1.7e-19    5.882 2.63e+06
2293  J1919+0134    1.603984 6.0e-11 5.89e-16 1.1e-17   14.371 4.31e+07
2294  J1919+1314    0.571400 2.0e-12 3.79e-15 6.0e-20   13.026 2.39e+06
2295  J1919+1527g   1.371460       0      NaN       0   16.926    NaN

2296  J1919+1645    0.562790 3.0e-12 2.16e-16 4.0e-19    5.414 4.13e+07
2297  J1919+1745    2.081343 9.0e-12 1.71e-15 4.0e-19    4.094 1.93e+07
2298  J1919+2621    0.651512 3.0e-11 5.46e-16 3.0e-18    6.099 1.89e+07
2299  J1920-0950    1.037824 1.9e-11 3.93e-16 7.0e-19    6.186 4.19e+07
2300  J1920+1040    2.215802 2.0e-10 6.48e-15 3.0e-17   10.151 5.42e+06

2301  J1920+1110    0.509886 5.0e-11 1.56e-16 1.9e-17    6.319 5.18e+07
2302  J1920+1515g   1.602760       0      NaN       0   15.739    NaN
2303  B1918+26      0.785522 4.0e-12 3.44e-17 4.0e-20    1.722 3.62e+08
2304  J1921-05      2.227590       0      NaN       0    4.077    NaN
2305  J1921-0510    0.794254 6.0e-11 6.02e-16 1.3e-18    5.604 2.09e+07

2306  J1921+0812    0.210648 1.4e-12 5.36e-15 6.0e-19    2.896 6.22e+05
2307  J1921+0921    0.562302 1.4e-11 9.58e-15 1.0e-18    6.139 9.30e+05
2308  J1921+1259g   0.573160       0      NaN       0    8.227    NaN
2309  J1921+1340g   4.602940       0      NaN       0   25.000    NaN
2310  B1919+14      0.618183 1.2e-11 5.60e-15 6.0e-20    2.810 1.75e+06

2311  J1921+1505g   0.611900       0      NaN       0   10.631    NaN
2312  J1921+1544    0.143576 2.0e-13 9.80e-16 2.0e-20    9.038 2.32e+06
2313  J1921+1630    0.936448 1.9e-10 2.23e-14 2.0e-18    5.097 6.64e+05
2314  B1918+19      0.821035 6.0e-12 8.96e-16 3.0e-20    4.322 1.45e+07
2315  B1919+20      0.760681 1.0e-11 5.00e-17 1.0e-18    3.292 2.41e+08

2316  B1919+21      1.337302 9.0e-13 1.35e-15 8.0e-21    0.300 1.57e+07
2317  J1922+1131    0.562074 3.0e-11 2.57e-17 1.0e-18   10.486 3.47e+08
2318  J1922+1733    0.236171 3.0e-13 1.34e-14 4.0e-20    5.360 2.80e+05
2319  B1920+20      1.172763 1.2e-11 6.49e-16 9.0e-20    5.280 2.86e+07
2320  B1920+21      1.077924 5.0e-11 8.18e-15 5.0e-19    4.000 2.09e+06

2321  J1922+58      0.529623 1.0e-05      NaN       0    5.524    NaN
2322  J1923-0408    1.149269 3.0e-11 6.80e-17 1.4e-18    1.236 2.68e+08
2323  J1923+1143g   0.371210       0      NaN       0    7.783    NaN
2324  J1923+1521g   1.048760       0      NaN       0    6.995    NaN
2325  B1921+17      0.547209 8.0e-12 4.30e-17 1.0e-18    3.975 2.02e+08

2326  J1923+2022g   0.037990       0      NaN       0    4.626    NaN
2327  J1923+4243    0.595193 1.1e-11 2.53e-15 4.0e-18    4.684 3.72e+06
2328  J1924+1509g   0.239950       0      NaN       0    6.358    NaN
2329  J1924+1510g   0.498630       0      NaN       0    3.469    NaN
2330  J1924+1628    0.375082 1.4e-11 3.21e-16 6.0e-20   10.470 1.85e+07

2331  J1924+1631    2.935186 2.0e-10 3.64e-13 4.0e-18   10.183 1.28e+05
2332  J1924+1639    0.158043 2.0e-13 2.56e-15 1.0e-20    5.059 9.77e+05
2333  J1924+1713    0.758433 9.0e-12 1.13e-16 1.7e-18   10.902 1.06e+08
2334  J1924+1917    1.277942 4.0e-11 1.99e-16 8.0e-18    8.594 1.02e+08
2335  J1924+1923g   0.689240       0      NaN       0    9.824    NaN

2336  J1924+1932g   0.388860       0      NaN       0    6.612    NaN
2337  J1924+2037g   0.684800       0      NaN       0    2.935    NaN
2338  B1922+20      0.237790 8.0e-09 2.09e-15 1.2e-16    5.951 1.80e+06
2339  J1925+1532g   1.655100       0      NaN       0    4.202    NaN
2340  J1925-16      3.885800 2.0e-04      NaN       0    7.935    NaN

2341  J1925+1636g   0.049710       0      NaN       0    1.536    NaN
2342  J1925+1720    0.075659 1.1e-12 1.05e-14 1.1e-19    5.048 1.15e+05
2343  J1925+19      1.916353 6.0e-06      NaN       0    8.329    NaN
2344  B1923+04      1.074080 3.0e-12 2.46e-15 6.0e-20    4.995 6.91e+06
2345  J1926-0652    1.608816 1.9e-11 3.91e-16 1.9e-18    5.286 6.51e+07

2346  J1926+0737    0.318062 1.2e-11 3.75e-16 4.0e-18    8.722 1.34e+07
2347  J1926-1314    4.864284 1.0e-10 3.64e-14 5.0e-18    1.531 2.11e+06
2348  B1924+14      1.324922 9.0e-12 2.19e-16 6.0e-20    5.649 9.56e+07
2349  J1926+1452g   0.304510       0      NaN       0    6.481    NaN
2350  J1926+1614    0.308306 1.5e-11 3.35e-17 4.0e-20    1.262 1.46e+08

2351  J1926+1631g   0.678390       0      NaN       0    4.822    NaN
2352  B1924+16      0.579823 4.0e-11 1.80e-14 3.0e-19    6.000 5.11e+05
2353  J1926+1857g   0.278730       0      NaN       0    9.569    NaN
2354  B1924+19      1.346012 9.0e-11 1.43e-15 1.0e-17   10.569 1.49e+07
2355  J1926+2016    0.299072 7.0e-13 3.50e-15 6.0e-20    5.948 1.35e+06

2356  J1927+0911    0.290305 5.0e-12 6.35e-17 4.0e-19   10.939 7.24e+07
2357  J1927+1430g   0.202880       0      NaN       0    5.626    NaN
2358  B1925+18      0.482766 7.0e-12 1.16e-16 1.0e-18    5.443 6.59e+07
2359  B1925+188     0.298313 4.0e-12 2.24e-15 8.0e-19    3.100 2.11e+06
2360  B1925+22      1.431066 1.7e-11 7.71e-16 3.0e-18    7.222 2.94e+07

2361  J1928-0108    2.365714 4.0e-10 2.80e-15 3.0e-17    9.696 1.34e+07
2362  J1928+1443    1.010739 7.0e-11 2.10e-16 8.0e-18    3.079 7.63e+07
2363  J1928+15      0.403000       0      NaN       0    5.746    NaN
2364  J1928+1725    0.289838 8.0e-08      NaN       0    3.725    NaN
2365  J1928+1746    0.068730 2.0e-13 1.32e-14 6.0e-21    4.337 8.26e+04

2366  J1928+1809g   0.294460       0      NaN       0    9.328    NaN
2367  J1928+1839g   2.260910       0      NaN       0    2.502    NaN
2368  J1928+1852g   0.792810       0      NaN       0    5.834    NaN
2369  J1928+1915g   0.974350       0      NaN       0    4.632    NaN
2370  J1928+1923    0.817330 6.0e-12 6.35e-15 7.0e-19   10.583 2.04e+06

2371  J1928+28      1.063000 0.0e+00      NaN       0    5.224    NaN
2372  J1929+00      1.166900 3.0e-06      NaN       0    1.497    NaN
2373  J1929+1357    0.866927 7.0e-11 3.66e-15 3.0e-17    4.768 3.75e+06
